Avenida 26;26;26;;0;Unknown;-;-
Calle 148;148;148;;0;Unknown;-;-
Calle 148A;148A;148A;;0;Unknown;-;-
Avenida 30;30;30;;0;Unknown;-;-
Calle 142;142;142;;0;Unknown;-;-
Avenida 20;20;20;;0;Unknown;-;-
Avenida 22;22;22;;0;Unknown;-;-
Calle 142;142;142;;0;Unknown;-;-
Calle 148;148;148;;0;Unknown;-;-
Calle 146;146;146;;0;Unknown;-;-
Calle 152;152;152;;0;Unknown;-;-
Calle 138;138;138;;0;Unknown;-;-
Vía 129;129;129;;0;Unknown;-;-
Avenida 28;28;28;;0;Unknown;-;-
Calle 144A;144A;144A;;0;Unknown;-;-
Calle 168;168;168;;0;Unknown;-;-
Calle 166;166;166;;0;Unknown;-;-
Avenida 4;4;4;;0;Unknown;-;-
Avenida 3;3;3;;0;Unknown;-;-
Avenida 1;1;1;;0;Unknown;-;-
Avenida 2;2;2;;0;Unknown;-;-
Calle 1;1;1;;0;Unknown;-;-
Calle 160;160;160;;0;Unknown;-;-
Avenida 14;14;14;;0;Unknown;-;-
Calle 158;158;158;;0;Unknown;-;-
Calle 144B;144B;144B;;0;Unknown;-;-
Transversal 152;Transversal 152;Transversal;152;0;Unknown;-;-
Avenida 22;22;22;;0;Unknown;-;-
Calle 160;160;160;;0;Unknown;-;-
Avenida 18;18;18;;0;Unknown;-;-
Avenida 18;18;18;;0;Unknown;-;-
Avenida 18;18;18;;0;Unknown;-;-
Calle 142A;142A;142A;;0;Unknown;-;-
Calle 156;156;156;;0;Unknown;-;-
Avenida 12;12;12;;0;Unknown;-;-
Avenida 14;14;14;;0;Unknown;-;-
Calle 142;142;142;;0;Unknown;-;-
Calle 144;144;144;;0;Unknown;-;-
Avenida 12A;12A;12A;;0;Unknown;-;-
Calle 152;152;152;;0;Unknown;-;-
Avenida 26;26;26;;0;Unknown;-;-
Avenida 26;26;26;;0;Unknown;-;-
Calle 150;150;150;;0;Unknown;-;-
Calle 164;164;164;;0;Unknown;-;-
Calle 144;144;144;;0;Unknown;-;-
Calle 150;150;150;;0;Unknown;-;-
